     0	     0	   1.17707
     1	     0	   1.15891
     2	     0	   1.13613
     3	     0	   1.17992
     4	     0	   1.19075
     5	     0	   1.14718
     6	     0	    1.1356
     7	     0	   1.12435
     8	     0	   1.16361
     9	     0	   1.10085
    10	     0	    1.1156
    11	     0	   1.10101
    12	     0	   1.15415
    13	     0	   1.12345
    14	     0	   1.12911
    15	     0	   1.16557
    16	     0	   1.15948
    17	     0	   1.16367
    18	     0	   1.15689
    19	     0	    1.1499
    20	     0	   1.17798
    21	     0	   1.17723
    22	     0	   1.15009
    23	     0	   1.14998
    24	     0	   1.18561
    25	     0	   1.21089
    26	     0	   1.14729
    27	     0	   1.12959
    28	     0	   1.16579
    29	     0	   1.15013
    30	     0	   1.13155
    31	     0	   1.15948
    32	     0	    1.1624
    33	     0	   1.17277
    34	     0	    1.1478
    35	     0	   1.14888
    36	     0	   1.12171
    37	     0	   1.17433
    38	     0	   1.14781
    39	     0	   1.14208
    40	     0	   1.14707
    41	     0	   1.14625
    42	     0	   1.14729
    43	     0	   1.16159
    44	     0	   1.13612
    45	     0	    1.1294
    46	     0	   1.13171
    47	     0	   1.13272
    48	     0	   1.10081
    49	     0	   1.17692
    50	     0	   1.14584
    51	     0	   1.15193
    52	     0	   1.13601
    53	     0	   1.15007
    54	     0	    1.1333
    55	     0	   1.17686
    56	     0	   1.18371
    57	     0	   1.15917
    58	     0	   1.14955
    59	     0	   1.15905
    60	     0	   1.13527
    61	     0	   1.13167
    62	     0	   1.11828
    63	     0	   1.15005
    64	     0	     1.136
    65	     0	   1.17985
    66	     0	   1.16407
    67	     0	   1.17452
    68	     0	   1.16773
    69	     0	   1.11861
    70	     0	   1.13606
    71	     0	   1.14116
    72	     0	   1.13655
    73	     0	   1.16606
    74	     0	   1.18185
    75	     0	    1.1592
    76	     0	   1.15618
    77	     0	   1.14215
    78	     0	   1.19093
    79	     0	   1.16289
    80	     0	   1.14721
    81	     0	   1.15972
    82	     0	   1.14176
    83	     0	   1.18376
    84	     0	   1.15985
    85	     0	   1.13582
    86	     0	   1.15912
    87	     0	    1.1589
    88	     0	    1.1541
    89	     0	   1.15009
    90	     0	   1.10686
    91	     0	   1.14115
    92	     0	    1.1155
    93	     0	   1.17742
    94	     0	   1.13135
    95	     0	   1.13451
    96	     0	   1.13163
    97	     0	   1.14731
    98	     0	   1.14724
    99	     0	   1.19008
   100	     0	   1.15346
   101	     0	   1.13149
   102	     0	   1.15432
   103	     0	   1.14802
   104	     0	   1.16022
   105	     0	   1.15865
   106	     0	   1.15876
   107	     0	     1.161
   108	     0	   1.17478
   109	     0	   1.15386
   110	     0	   1.15909
   111	     0	   1.13192
   112	     0	   1.17722
   113	     0	   1.14689
   114	     0	   1.18423
   115	     0	   1.15968
   116	     0	    1.1277
   117	     0	   1.15652
   118	     0	   1.12553
   119	     0	   1.15861
   120	     0	   1.17273
   121	     0	   1.11734
   122	     0	   1.15878
   123	     0	   1.18247
   124	     0	   1.13834
   125	     0	   1.15425
   126	     0	   1.15904
   127	     0	   1.11802
   128	     0	   1.15117
   129	     0	   1.16662
   130	     0	   1.16241
   131	     0	   1.18398
   132	     0	   1.15885
   133	     0	   1.17719
   134	     0	   1.13605
   135	     0	   1.13346
   136	     0	   1.13187
   137	     0	   1.15004
   138	     0	   1.17841
   139	     0	   1.15925
   140	     0	   1.16044
   141	     0	   1.14593
   142	     0	   1.18415
   143	     0	   1.15383
   144	     0	   1.15793
   145	     0	   1.16972
   146	     0	    1.1469
   147	     0	   1.13178
   148	     0	   1.15023
   149	     0	   1.15065
   150	     0	   1.15158
   151	     0	    1.1316
   152	     0	   1.12863
   153	     0	    1.1903
   154	     0	   1.16675
   155	     0	   1.13704
   156	     0	   1.16591
   157	     0	   1.17476
   158	     0	   1.14234
   159	     0	   1.13145
   160	     0	   1.17539
   161	     0	   1.15889
   162	     0	   1.12117
   163	     0	   1.17436
   164	     0	   1.10111
   165	     0	   1.13609
   166	     0	    1.1744
   167	     0	   1.13918
   168	     0	   1.17899
   169	     0	   1.14727
   170	     0	   1.12991
   171	     0	    1.1645
   172	     0	    1.1431
   173	     0	   1.14218
   174	     0	   1.13154
   175	     0	   1.09799
   176	     0	     1.149
   177	     0	   1.14589
   178	     0	   1.14723
   179	     0	    1.1499
   180	     0	   1.13604
   181	     0	   1.14229
   182	     0	   1.16244
   183	     0	    1.1748
   184	     0	   1.11231
   185	     0	   1.13767
   186	     0	   1.15875
   187	     0	   1.15107
   188	     0	   1.16213
   189	     0	    1.1509
   190	     0	   1.14405
   191	     0	   1.17948
   192	     0	   1.17438
   193	     0	   1.15826
   194	     0	   1.15263
   195	     0	   1.14906
   196	     0	   1.19703
   197	     0	    1.1666
   198	     0	   1.11626
   199	     0	   1.14723
   200	     0	   1.16431
   201	     0	   1.16133
   202	     0	   1.16571
   203	     0	   1.15917
   204	     0	   1.15882
   205	     0	    1.1359
   206	     0	   1.16358
   207	     0	   1.17344
   208	     0	    1.1509
   209	     0	    1.1124
   210	     0	   1.14084
   211	     0	   1.16168
   212	     0	   1.12352
