0.00205649	0.00217333	0.00230349	0.00241028	0.00247683	0.00252547	0.00257946	0.00268736	0.00284658	0.00308645	0.00343083	0.00390693	0.00446708	0.00514063	0.00593971	0.00680921	0.00757676	0.00804566	 0.0081856	0.00829247	 0.0080112	0.00736776	0.00660144	 0.0059332	0.00535261	 0.0047766	0.00419433	0.00376987	 0.0034747	  0.003291	0.00318108	0.00312236	0.00314833	0.00332373	0.00313708	0.00148367	0.00211164	0.00277262	0.00284979	0.00298325	0.00306893	0.00307221	0.00302863	0.00295325	0.00285528	0.00277137	
0.00196927	 0.0020907	0.00222355	0.00232821	0.00238161	0.00242277	0.00246763	0.00256494	0.00270709	0.00293156	0.00325789	0.00372288	0.00427206	0.00493064	0.00571548	0.00657404	0.00732797	0.00781631	0.00797387	0.00810349	0.00785515	0.00724816	0.00651504	0.00583829	0.00522791	0.00463271	0.00403797	0.00359956	0.00328461	0.00307639	0.00294002	0.00285492	0.00285269	0.00298784	0.00280283	0.00142002	0.00204206	0.00220818	 0.0021944	0.00222862	0.00223869	0.00218974	  0.002099	0.00192281	0.00163357	0.00141103	
0.00215901	 0.0022762	0.00240698	0.00252498	0.00261521	0.00267891	0.00274989	0.00287996	0.00306571	0.00333789	0.00370677	0.00419645	0.00477781	0.00548855	0.00630155	0.00716849	0.00792769	0.00835457	0.00846848	   0.00852	0.00819901	0.00748899	  0.006703	0.00602368	0.00546658	 0.0048917	0.00432254	0.00391652	0.00364153	0.00347416	0.00338131	0.00333883	0.00338302	 0.0035925	0.00340938	0.00153848	0.00217784	  0.003357	0.00357706	0.00385239	0.00403821	0.00410577	 0.0041894	0.00424924	0.00426538	0.00431621	
0.00315095	0.00319386	0.00320458	0.00321835	0.00325067	0.00330766	0.00339077	0.00350928	0.00365598	0.00384294	0.00406504	0.00431397	0.00457904	 0.0048498	0.00510658	0.00534948	0.00557299	0.00579609	0.00599734	 0.0061653	0.00626715	0.00632659	0.00633416	0.00631027	0.00624645	0.00610161	0.00590045	0.00565298	0.00543104	0.00523318	0.00504381	0.00485049	0.00467457	0.00453621	0.00441319	 0.0043107	0.00421592	0.00414644	0.00409015	0.00402749	0.00397186	0.00392799	0.00388541	0.00384123	0.00379775	0.00375449	
0.00310827	0.00315142	0.00316198	0.00317505	0.00320845	0.00326738	0.00335113	0.00346765	0.00361211	0.00379639	0.00401545	0.00426107	0.00452273	0.00478998	0.00504342	0.00528325	0.00550398	0.00572425	0.00592267	0.00608813	 0.0061883	0.00624648	0.00625329	0.00622899	0.00616525	0.00602137	0.00582186	0.00557653	0.00535608	0.00515923	0.00497063	0.00477795	0.00460282	0.00446406	0.00433966	0.00423668	0.00414218	0.00407405	0.00402124	0.00396161	0.00390789	0.00384965	 0.0037904	0.00372732	0.00366881	0.00361124	
0.00320856	0.00325148	0.00326255	 0.0032769	0.00331132	0.00336857	0.00345337	0.00357423	0.00372366	0.00391399	0.00414107	0.00439399	0.00466195	0.00493637	0.00519687	0.00544983	0.00568299	0.00591498	0.00612417	0.00629883	0.00640453	0.00646539	0.00647233	0.00644763	0.00638119	0.00623143	0.00602484	0.00577176	0.00554568	 0.0053446	0.00515247	 0.0049572	0.00477847	0.00463918	0.00451478	 0.0044135	0.00431911	0.00424879	0.00418945	0.00412637	 0.0040699	0.00402481	0.00398922	0.00395868	0.00392597	0.00389569	
 0.0193642	   0.02057	 0.0218331	 0.0227421	 0.0231752	 0.0231331	 0.0228875	 0.0226407	 0.0225845	 0.0228496	 0.0235536	 0.0248516	 0.0265734	 0.0287285	 0.0314098	 0.0343865	 0.0368833	 0.0379033	 0.0374854	 0.0370528	 0.0352431	   0.03208	 0.0284743	 0.0254574	 0.0229623	 0.0206956	 0.0185449	 0.0172094	   0.01641	 0.0160724	 0.0160769	 0.0164211	 0.0172669	 0.0188998	 0.0184376	0.00898502	 0.0131389	 0.0176812	 0.0184641	 0.0195503	 0.0203282	 0.0205547	 0.0204368	 0.0200834	 0.0195383	 0.0190433	
 0.0181228	 0.0193981	 0.0207497	 0.0215382	 0.0218308	 0.0216693	 0.0213406	 0.0210417	 0.0209533	 0.0211964	 0.0218811	 0.0231535	 0.0248439	  0.026953	 0.0295735	 0.0324877	 0.0349409	 0.0361352	 0.0358284	 0.0354837	 0.0336081	 0.0304517	 0.0268952	 0.0238989	 0.0213921	 0.0191065	 0.0169451	 0.0155395	 0.0146282	 0.0141353	 0.0139475	  0.014059	 0.0146057	 0.0158261	 0.0153108	0.00797088	 0.0117913	  0.013889	  0.014022	  0.014359	 0.0146962	 0.0145246	 0.0140204	 0.0128933	 0.0109337	 0.0095079	
 0.0213718	  0.022755	 0.0242916	 0.0252564	 0.0256662	 0.0255904	 0.0251391	 0.0249268	 0.0249817	  0.025239	 0.0259361	 0.0272447	 0.0289948	  0.031238	  0.034107	 0.0372541	  0.040011	 0.0411172	 0.0406714	 0.0402387	 0.0380713	  0.034553	 0.0307314	 0.0274896	 0.0247815	 0.0225442	 0.0203999	 0.0191124	 0.0184294	 0.0181992	 0.0182926	 0.0188189	 0.0200184	 0.0221055	 0.0215865	 0.0100376	 0.0145404	  0.021795	 0.0232773	 0.0252072	 0.0267721	 0.0277064	 0.0283308	 0.0289118	 0.0293825	 0.0299218	
         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	         	
