     0	     0	   1.05141	   1.05141	   0.60462	         0	         0
     1	     0	   1.02656	   1.02656	  0.651842	         0	         0
     2	     0	   1.01816	   1.01816	   0.65791	         0	         0
     3	     0	   1.04304	   1.04304	  0.645353	         0	         0
     4	     0	   1.03995	   1.03995	  0.615857	         0	         0
     5	     0	   1.01794	   1.01794	      0.66	         0	         0
     6	     0	   1.02946	   1.02946	  0.632308	         0	         0
     7	     0	   1.03992	   1.03992	  0.616217	         0	         0
     8	     0	   1.02822	   1.02822	      0.66	         0	         0
     9	     0	   1.02326	   1.02326	  0.646826	         0	         0
    10	     0	   1.02424	   1.02424	      0.66	         0	         0
    11	     0	   1.02326	   1.02326	  0.646826	         0	         0
    12	     0	   1.02899	   1.02899	      0.66	         0	         0
    13	     0	    1.0247	    1.0247	      0.66	         0	         0
    14	     0	    1.0308	    1.0308	  0.630201	         0	         0
    15	     0	   1.04096	   1.04096	  0.654073	         0	         0
    16	     0	   1.04285	   1.04285	      0.66	         0	         0
    17	     0	   1.02822	   1.02822	      0.66	         0	         0
    18	     0	   1.03227	   1.03227	      0.66	         0	         0
    19	     0	   1.05656	   1.05656	  0.587129	         0	         0
    20	     0	    1.0345	    1.0345	      0.66	         0	         0
    21	     0	    1.0514	    1.0514	  0.604643	         0	         0
    22	     0	   1.05656	   1.05656	  0.587129	         0	         0
    23	     0	    1.0352	    1.0352	      0.66	         0	         0
    24	     0	   1.03374	   1.03374	      0.66	         0	         0
    25	     0	   1.02848	   1.02848	  0.581196	         0	         0
    26	     0	   1.01794	   1.01794	      0.66	         0	         0
    27	     0	   1.03541	   1.03541	  0.658647	         0	         0
    28	     0	   1.04966	   1.04966	  0.638862	         0	         0
    29	     0	   1.05656	   1.05656	  0.587129	         0	         0
    30	     0	   1.02208	   1.02208	  0.626909	         0	         0
    31	     0	   1.04285	   1.04285	      0.66	         0	         0
    32	     0	   1.03612	   1.03612	  0.645516	         0	         0
    33	     0	   1.05224	   1.05224	  0.633865	         0	         0
    34	     0	   1.02338	   1.02338	  0.650167	         0	         0
    35	     0	   1.02821	   1.02821	  0.630427	         0	         0
    36	     0	   1.03068	   1.03068	  0.651387	         0	         0
    37	     0	   1.04888	   1.04888	      0.66	         0	         0
    38	     0	   1.01556	   1.01556	  0.636861	         0	         0
    39	     0	   1.03057	   1.03057	  0.640131	         0	         0
    40	     0	   1.01794	   1.01794	      0.66	         0	         0
    41	     0	   1.02669	   1.02669	      0.66	         0	         0
    42	     0	   1.01794	   1.01794	      0.66	         0	         0
    43	     0	   1.03465	   1.03465	  0.649112	         0	         0
    44	     0	   1.01816	   1.01816	   0.65791	         0	         0
    45	     0	    1.0319	    1.0319	  0.638696	         0	         0
    46	     0	   1.02208	   1.02208	  0.626909	         0	         0
    47	     0	   1.02766	   1.02766	  0.641131	         0	         0
    48	     0	   1.02326	   1.02326	  0.646826	         0	         0
    49	     0	   1.03127	   1.03127	  0.642301	         0	         0
    50	     0	   1.04271	   1.04271	  0.606752	         0	         0
    51	     0	   1.03821	   1.03821	      0.66	         0	         0
    52	     0	   1.01816	   1.01816	   0.65791	         0	         0
    53	     0	   1.05656	   1.05656	   0.58713	         0	         0
    54	     0	   1.01977	   1.01977	      0.66	         0	         0
    55	     0	   1.03146	   1.03146	      0.66	         0	         0
    56	     0	   1.05293	   1.05293	  0.628587	         0	         0
    57	     0	   1.02204	   1.02204	      0.66	         0	         0
    58	     0	   1.02976	   1.02976	      0.66	         0	         0
    59	     0	   1.02204	   1.02204	      0.66	         0	         0
    60	     0	   1.04321	   1.04321	      0.66	         0	         0
    61	     0	   1.02208	   1.02208	  0.626909	         0	         0
    62	     0	   1.03428	   1.03428	  0.618812	         0	         0
    63	     0	   1.05656	   1.05656	  0.587129	         0	         0
    64	     0	   1.01816	   1.01816	   0.65791	         0	         0
    65	     0	   1.04236	   1.04236	  0.587357	         0	         0
    66	     0	   1.02756	   1.02756	  0.648795	         0	         0
    67	     0	   1.04888	   1.04888	      0.66	         0	         0
    68	     0	   1.02398	   1.02398	  0.602431	         0	         0
    69	     0	   1.02933	   1.02933	  0.643974	         0	         0
    70	     0	   1.01816	   1.01816	   0.65791	         0	         0
    71	     0	   1.04057	   1.04057	    0.6078	         0	         0
    72	     0	   1.02365	   1.02365	  0.628297	         0	         0
    73	     0	   1.03814	   1.03814	  0.641151	         0	         0
    74	     0	    1.0508	    1.0508	  0.658109	         0	         0
    75	     0	   1.02656	   1.02656	  0.651842	         0	         0
    76	     0	   1.03757	   1.03757	  0.644477	         0	         0
    77	     0	   1.02453	   1.02453	  0.636409	         0	         0
    78	     0	   1.03995	   1.03995	  0.615857	         0	         0
    79	     0	   1.03321	   1.03321	      0.66	         0	         0
    80	     0	   1.01794	   1.01794	      0.66	         0	         0
    81	     0	   1.03045	   1.03045	      0.66	         0	         0
    82	     0	   1.02453	   1.02453	  0.636409	         0	         0
    83	     0	   1.03062	   1.03062	      0.66	         0	         0
    84	     0	   1.03603	   1.03603	      0.66	         0	         0
    85	     0	   1.01816	   1.01816	   0.65791	         0	         0
    86	     0	   1.02204	   1.02204	      0.66	         0	         0
    87	     0	   1.02204	   1.02204	      0.66	         0	         0
    88	     0	   1.03673	   1.03673	      0.66	         0	         0
    89	     0	   1.05656	   1.05656	  0.587129	         0	         0
    90	     0	   1.02634	   1.02634	  0.619313	         0	         0
    91	     0	   1.02326	   1.02326	  0.644539	         0	         0
    92	     0	   1.02747	   1.02747	  0.640098	         0	         0
    93	     0	   1.04667	   1.04667	  0.659546	         0	         0
    94	     0	   1.02358	   1.02358	      0.66	         0	         0
    95	     0	   1.03284	   1.03284	  0.657656	         0	         0
    96	     0	   1.02208	   1.02208	  0.626909	         0	         0
    97	     0	   1.01794	   1.01794	      0.66	         0	         0
    98	     0	   1.01794	   1.01794	      0.66	         0	         0
    99	     0	    1.0307	    1.0307	      0.66	         0	         0
   100	     0	   1.03542	   1.03542	  0.640407	         0	         0
   101	     0	   1.02208	   1.02208	  0.626909	         0	         0
   102	     0	   1.02899	   1.02899	      0.66	         0	         0
   103	     0	   1.01556	   1.01556	  0.636861	         0	         0
   104	     0	   1.03075	   1.03075	      0.66	         0	         0
   105	     0	   1.03898	   1.03898	  0.631456	         0	         0
   106	     0	   1.03976	   1.03976	  0.608554	         0	         0
   107	     0	   1.03304	   1.03304	  0.618218	         0	         0
   108	     0	   1.04888	   1.04888	      0.66	         0	         0
   109	     0	   1.03542	   1.03542	  0.640407	         0	         0
   110	     0	   1.02204	   1.02204	      0.66	         0	         0
   111	     0	   1.02208	   1.02208	  0.626909	         0	         0
   112	     0	    1.0514	    1.0514	  0.604643	         0	         0
   113	     0	   1.01794	   1.01794	      0.66	         0	         0
   114	     0	   1.05293	   1.05293	  0.628587	         0	         0
   115	     0	   1.04285	   1.04285	      0.66	         0	         0
   116	     0	   1.02201	   1.02201	  0.651998	         0	         0
   117	     0	   1.04297	   1.04297	  0.612803	         0	         0
   118	     0	   1.02862	   1.02862	  0.640477	         0	         0
   119	     0	   1.02204	   1.02204	      0.66	         0	         0
   120	     0	    1.0344	    1.0344	  0.540122	         0	         0
   121	     0	   1.02781	   1.02781	  0.612989	         0	         0
   122	     0	   1.02709	   1.02709	      0.66	         0	         0
   123	     0	   1.02859	   1.02859	      0.66	         0	         0
   124	     0	   1.03256	   1.03256	  0.650859	         0	         0
   125	     0	   1.02899	   1.02899	      0.66	         0	         0
   126	     0	   1.02204	   1.02204	      0.66	         0	         0
   127	     0	   1.03428	   1.03428	  0.618812	         0	         0
   128	     0	   1.03142	   1.03142	      0.66	         0	         0
   129	     0	   1.02428	   1.02428	  0.626812	         0	         0
   130	     0	   1.03612	   1.03612	  0.645516	         0	         0
   131	     0	   1.03062	   1.03062	      0.66	         0	         0
   132	     0	   1.02204	   1.02204	      0.66	         0	         0
   133	     0	    1.0514	    1.0514	  0.604643	         0	         0
   134	     0	   1.01816	   1.01816	   0.65791	         0	         0
   135	     0	   1.03471	   1.03471	  0.657437	         0	         0
   136	     0	   1.03351	   1.03351	  0.647438	         0	         0
   137	     0	   1.03412	   1.03412	  0.621634	         0	         0
   138	     0	   1.02455	   1.02455	      0.66	         0	         0
   139	     0	   1.02204	   1.02204	      0.66	         0	         0
   140	     0	   1.03075	   1.03075	      0.66	         0	         0
   141	     0	   1.04271	   1.04271	  0.606752	         0	         0
   142	     0	   1.05293	   1.05293	  0.628587	         0	         0
   143	     0	   1.03542	   1.03542	  0.640407	         0	         0
   144	     0	   1.02249	   1.02249	  0.652539	         0	         0
   145	     0	   1.04467	   1.04467	      0.66	         0	         0
   146	     0	   1.01794	   1.01794	      0.66	         0	         0
   147	     0	   1.02208	   1.02208	  0.626909	         0	         0
   148	     0	   1.05656	   1.05656	   0.58713	         0	         0
   149	     0	   1.02384	   1.02384	  0.544889	         0	         0
   150	     0	   1.04304	   1.04304	      0.66	         0	         0
   151	     0	   1.02208	   1.02208	  0.626909	         0	         0
   152	     0	   1.04291	   1.04291	  0.648059	         0	         0
   153	     0	    1.0307	    1.0307	      0.66	         0	         0
   154	     0	   1.04533	   1.04533	  0.640583	         0	         0
   155	     0	   1.03232	   1.03232	  0.599171	         0	         0
   156	     0	   1.04966	   1.04966	  0.638862	         0	         0
   157	     0	    1.0422	    1.0422	      0.66	         0	         0
   158	     0	   1.03189	   1.03189	      0.66	         0	         0
   159	     0	   1.02208	   1.02208	  0.626909	         0	         0
   160	     0	   1.03899	   1.03899	  0.606682	         0	         0
   161	     0	   1.02204	   1.02204	      0.66	         0	         0
   162	     0	    1.0346	    1.0346	  0.621299	         0	         0
   163	     0	   1.04888	   1.04888	      0.66	         0	         0
   164	     0	   1.02326	   1.02326	  0.646826	         0	         0
   165	     0	   1.01816	   1.01816	   0.65791	         0	         0
   166	     0	   1.04888	   1.04888	      0.66	         0	         0
   167	     0	   1.02604	   1.02604	  0.649739	         0	         0
   168	     0	   1.02687	   1.02687	      0.66	         0	         0
   169	     0	   1.01794	   1.01794	      0.66	         0	         0
   170	     0	   1.03541	   1.03541	  0.658647	         0	         0
   171	     0	   1.02756	   1.02756	  0.648795	         0	         0
   172	     0	   1.03465	   1.03465	      0.66	         0	         0
   173	     0	   1.03189	   1.03189	      0.66	         0	         0
   174	     0	   1.02208	   1.02208	  0.626909	         0	         0
   175	     0	   1.02461	   1.02461	  0.628667	         0	         0
   176	     0	    1.0382	    1.0382	  0.596229	         0	         0
